ram_gb,vram_gb,cpu_cores,cpu_freq_mhz,has_cuda,model_size_gb,model_min_ram_gb,model_min_vram_gb,requires_gpu,tokens_per_sec,quality_tier,tier_name
8,0,8,2614,0,3.8,8,0,0,1.72,1,Slow
8,0,8,2614,0,38.0,48,24,1,0.0,0,Won't Run
8,0,8,2614,0,16.0,20,12,0,0.0,0,Won't Run
8,0,8,2614,0,8.0,12,6,0,0.0,0,Won't Run
4,0,6,2135,0,19.0,24,12,0,0.0,0,Won't Run
4,0,6,2135,0,3.8,8,0,0,0.0,0,Won't Run
4,0,6,2135,0,1.9,4,0,0,1.62,1,Slow
4,0,6,2135,0,8.2,16,8,0,0.0,0,Won't Run
4,0,6,2135,0,2.0,6,0,0,0.0,0,Won't Run
4,0,6,2135,0,8.9,12,8,0,0.0,0,Won't Run
4,0,6,2135,0,0.9,2,0,0,4.86,2,Okay
4,0,6,2135,0,19.0,24,12,0,0.0,0,Won't Run
4,0,6,2135,0,42.0,48,24,1,0.0,0,Won't Run
8,0,6,2715,0,19.0,24,12,0,0.0,0,Won't Run
8,0,6,2715,0,40.0,48,24,1,0.0,0,Won't Run
8,0,6,2715,0,5.5,8,0,0,0.97,1,Slow
8,0,6,2715,0,19.0,24,12,0,0.0,0,Won't Run
8,0,6,2715,0,4.7,8,0,0,0.95,1,Slow
8,0,6,2715,0,7.4,10,0,0,0.0,0,Won't Run
8,0,6,2715,0,1.7,4,0,0,3.98,2,Okay
8,0,6,2715,0,0.8,4,0,0,5.16,2,Okay
8,0,6,2715,0,4.4,8,0,0,0.94,1,Slow
8,0,6,2715,0,3.8,8,0,0,1.21,1,Slow
8,0,6,2715,0,5.0,8,0,0,1.05,1,Slow
8,0,6,2715,0,0.9,2,0,0,6.08,2,Okay
8,0,6,2715,0,4.2,8,0,0,0.95,1,Slow
8,0,6,2715,0,19.0,24,12,0,0.0,0,Won't Run
8,0,6,2715,0,26.0,32,16,1,0.0,0,Won't Run
8,0,6,2715,0,0.6,2,0,0,7.3,2,Okay
8,0,5,2556,0,26.0,32,16,1,0.0,0,Won't Run
8,0,5,2556,0,3.8,8,0,0,0.95,1,Slow
8,0,5,2556,0,4.0,8,0,0,0.65,1,Slow
8,0,5,2556,0,4.7,8,0,0,0.48,0,Won't Run
8,0,5,2556,0,1.0,4,0,0,3.7,2,Okay
8,0,5,2556,0,3.8,8,0,0,0.71,1,Slow
8,0,5,2556,0,0.3,2,0,0,6.41,2,Okay
8,0,5,2556,0,7.4,10,0,0,0.0,0,Won't Run
8,0,5,2556,0,3.8,8,0,0,0.85,1,Slow
8,0,5,2556,0,19.0,24,12,0,0.0,0,Won't Run
8,0,5,2556,0,19.0,24,12,0,0.0,0,Won't Run
8,0,5,2556,0,13.0,16,8,0,0.0,0,Won't Run
8,0,5,2556,0,16.0,20,12,0,0.0,0,Won't Run
8,0,5,2556,0,4.7,8,0,0,0.68,1,Slow
8,0,5,2556,0,20.0,24,12,0,0.0,0,Won't Run
8,0,5,2556,0,8.2,16,8,0,0.0,0,Won't Run
8,0,5,2556,0,5.5,8,0,0,0.78,1,Slow
8,0,5,2556,0,9.0,12,8,0,0.0,0,Won't Run
8,0,5,2556,0,47.0,56,24,1,0.0,0,Won't Run
8,0,5,2556,0,7.4,10,0,0,0.0,0,Won't Run
8,0,7,2477,0,16.0,20,12,0,0.0,0,Won't Run
8,0,7,2477,0,20.0,24,12,0,0.0,0,Won't Run
8,0,7,2477,0,13.0,16,8,0,0.0,0,Won't Run
8,0,7,2477,0,3.5,8,0,0,1.31,1,Slow
8,0,7,2477,0,7.1,10,0,0,0.0,0,Won't Run
8,0,7,2477,0,4.7,8,0,0,1.04,1,Slow
8,0,7,2477,0,0.8,4,0,0,6.61,2,Okay
8,0,7,2477,0,20.0,24,12,0,0.0,0,Won't Run
8,0,7,2477,0,19.0,24,12,0,0.0,0,Won't Run
8,0,7,2477,0,3.8,8,0,0,0.98,1,Slow
8,0,7,2477,0,4.2,8,0,0,1.26,1,Slow
8,0,7,2477,0,19.0,24,12,0,0.0,0,Won't Run
8,0,7,2477,0,80.0,96,48,1,0.0,0,Won't Run
8,0,7,2477,0,19.0,24,12,0,0.0,0,Won't Run
8,4,8,3493,1,2.3,4,0,0,66.58,4,Great
8,4,8,3493,1,13.0,16,8,0,0.0,0,Won't Run
8,4,8,3493,1,4.7,8,0,0,28.57,4,Great
8,4,8,3493,1,3.8,8,0,0,37.79,4,Great
8,4,8,3493,1,42.0,48,24,1,0.0,0,Won't Run
8,4,8,3493,1,4.7,8,0,0,19.91,3,Good
8,4,8,3493,1,19.0,24,12,0,0.0,0,Won't Run
8,4,8,3493,1,2.5,6,0,0,71.06,4,Great
8,4,8,3493,1,80.0,96,48,1,0.0,0,Won't Run
8,4,8,3493,1,3.5,8,0,0,51.06,4,Great
8,4,8,3493,1,59.0,64,32,1,0.0,0,Won't Run
8,4,8,3493,1,0.9,2,0,0,104.49,4,Great
8,4,8,3493,1,8.0,12,6,0,0.0,0,Won't Run
8,4,8,3493,1,19.0,24,12,0,0.0,0,Won't Run
8,4,8,3493,1,8.9,12,8,0,0.0,0,Won't Run
4,0,3,1952,0,13.0,16,8,0,0.0,0,Won't Run
4,0,3,1952,0,1.7,4,0,0,0.6,1,Slow
4,0,3,1952,0,40.0,48,24,1,0.0,0,Won't Run
4,0,3,1952,0,47.0,56,24,1,0.0,0,Won't Run
4,0,3,1952,0,7.4,10,0,0,0.0,0,Won't Run
4,0,3,1952,0,3.8,8,0,0,0.0,0,Won't Run
4,0,3,1952,0,2.3,4,0,0,0.67,1,Slow
4,0,3,1952,0,19.0,24,12,0,0.0,0,Won't Run
4,0,3,1952,0,4.1,8,0,0,0.0,0,Won't Run
4,0,3,1952,0,7.4,10,0,0,0.0,0,Won't Run
4,0,3,1952,0,19.0,24,12,0,0.0,0,Won't Run
4,0,3,1952,0,8.2,16,8,0,0.0,0,Won't Run
4,0,3,1952,0,9.0,12,6,0,0.0,0,Won't Run
4,0,3,1952,0,4.1,8,0,0,0.0,0,Won't Run
4,0,3,1952,0,42.0,48,24,1,0.0,0,Won't Run
4,0,3,1952,0,4.7,8,0,0,0.0,0,Won't Run
4,0,3,1952,0,0.9,2,0,0,1.59,1,Slow
4,0,3,1952,0,59.0,64,32,1,0.0,0,Won't Run
4,0,3,1952,0,2.5,6,0,0,0.0,0,Won't Run
4,0,3,1952,0,4.1,8,0,0,0.0,0,Won't Run
8,0,7,3101,0,5.5,8,0,0,1.36,1,Slow
8,0,7,3101,0,4.1,8,0,0,1.2,1,Slow
8,0,7,3101,0,38.0,48,24,1,0.0,0,Won't Run
8,0,7,3101,0,24.0,32,16,1,0.0,0,Won't Run
8,0,7,3101,0,1.7,4,0,0,5.64,2,Okay
8,0,7,3101,0,47.0,56,24,1,0.0,0,Won't Run
8,0,7,3101,0,59.0,64,32,1,0.0,0,Won't Run
8,0,7,3101,0,1.7,4,0,0,4.89,2,Okay
8,0,7,3101,0,9.1,12,8,0,0.0,0,Won't Run
8,0,7,3101,0,0.3,2,0,0,12.86,3,Good
8,0,7,3101,0,7.1,10,0,0,0.0,0,Won't Run
8,0,7,3101,0,4.7,8,0,0,1.14,1,Slow
8,0,7,3101,0,3.5,8,0,0,1.53,1,Slow
8,0,4,2678,0,19.0,24,12,0,0.0,0,Won't Run
8,0,4,2678,0,4.7,8,0,0,0.62,1,Slow
8,0,4,2678,0,4.1,8,0,0,0.58,1,Slow
8,0,4,2678,0,1.3,4,0,0,3.29,2,Okay
8,0,4,2678,0,7.1,10,0,0,0.0,0,Won't Run
8,0,4,2678,0,47.0,56,24,1,0.0,0,Won't Run
8,0,4,2678,0,3.8,8,0,0,0.67,1,Slow
8,0,4,2678,0,20.0,24,12,0,0.0,0,Won't Run
8,0,4,2678,0,3.5,8,0,0,0.75,1,Slow
8,0,4,2678,0,1.9,4,0,0,2.02,1,Slow
8,0,4,2678,0,1.7,4,0,0,1.56,1,Slow
8,0,4,2678,0,38.0,48,24,1,0.0,0,Won't Run
8,0,4,2678,0,2.5,6,0,0,1.92,1,Slow
8,0,4,2678,0,0.3,2,0,0,7.93,2,Okay
8,0,4,2678,0,6.1,10,0,0,0.0,0,Won't Run
8,0,4,2678,0,8.0,12,6,0,0.0,0,Won't Run
8,0,4,2678,0,5.0,8,0,0,0.65,1,Slow
8,0,4,2678,0,2.3,4,0,0,2.09,1,Slow
8,0,4,2678,0,4.4,8,0,0,0.62,1,Slow
8,0,4,2678,0,3.8,8,0,0,0.73,1,Slow
4,0,2,2221,0,0.3,2,0,0,2.27,1,Slow
4,0,2,2221,0,16.0,20,12,0,0.0,0,Won't Run
4,0,2,2221,0,38.0,48,24,1,0.0,0,Won't Run
4,0,2,2221,0,0.6,2,0,0,1.42,1,Slow
4,0,2,2221,0,7.4,10,0,0,0.0,0,Won't Run
4,0,2,2221,0,4.0,8,0,0,0.0,0,Won't Run
4,0,2,2221,0,40.0,48,24,1,0.0,0,Won't Run
4,0,2,2221,0,1.0,4,0,0,0.82,1,Slow
4,0,2,2221,0,3.8,8,0,0,0.0,0,Won't Run
4,0,2,2221,0,4.7,8,0,0,0.0,0,Won't Run
4,0,2,2221,0,4.1,8,0,0,0.0,0,Won't Run
4,0,2,2221,0,13.0,16,8,0,0.0,0,Won't Run
4,0,2,2221,0,20.0,24,12,0,0.0,0,Won't Run
8,0,6,2234,0,1.7,4,0,0,3.52,2,Okay
8,0,6,2234,0,19.0,24,12,0,0.0,0,Won't Run
8,0,6,2234,0,9.1,12,8,0,0.0,0,Won't Run
8,0,6,2234,0,4.7,8,0,0,0.85,1,Slow
8,0,6,2234,0,19.0,24,12,0,0.0,0,Won't Run
8,0,6,2234,0,19.0,24,12,0,0.0,0,Won't Run
8,0,6,2234,0,2.3,4,0,0,2.79,1,Slow
8,0,6,2234,0,8.9,12,8,0,0.0,0,Won't Run
8,0,6,2234,0,8.0,12,6,0,0.0,0,Won't Run
8,0,6,2234,0,2.0,6,0,0,2.88,1,Slow
8,0,6,2234,0,47.0,56,24,1,0.0,0,Won't Run
8,0,6,2234,0,1.7,4,0,0,3.5,2,Okay
8,0,6,2234,0,2.5,6,0,0,2.69,1,Slow
8,0,6,2234,0,7.4,10,0,0,0.0,0,Won't Run
12,4,8,3093,1,7.9,10,0,0,15.44,3,Good
12,4,8,3093,1,0.7,2,0,0,110.95,4,Great
12,4,8,3093,1,20.0,24,12,0,0.0,0,Won't Run
12,4,8,3093,1,4.7,8,0,0,26.13,4,Great
12,4,8,3093,1,0.3,2,0,0,213.31,4,Great
12,4,8,3093,1,3.8,8,0,0,32.46,4,Great
12,4,8,3093,1,8.2,16,8,0,0.0,0,Won't Run
12,4,8,3093,1,1.3,4,0,0,67.9,4,Great
12,4,8,3093,1,3.8,8,0,0,40.86,4,Great
12,4,8,3093,1,4.0,8,0,0,38.4,4,Great
12,4,8,3093,1,8.0,12,6,0,16.52,3,Good
12,4,8,3093,1,7.4,10,0,0,18.03,3,Good
12,4,8,3093,1,26.0,32,16,1,0.0,0,Won't Run
12,4,8,3093,1,7.4,10,0,0,16.81,3,Good
12,4,8,3093,1,3.5,8,0,0,52.36,4,Great
12,4,8,3093,1,19.0,24,12,0,0.0,0,Won't Run
12,4,8,3093,1,42.0,48,24,1,0.0,0,Won't Run
4,0,3,2320,0,4.0,8,0,0,0.0,0,Won't Run
4,0,3,2320,0,0.6,2,0,0,2.06,1,Slow
4,0,3,2320,0,2.0,6,0,0,0.0,0,Won't Run
4,0,3,2320,0,5.5,8,0,0,0.0,0,Won't Run
4,0,3,2320,0,47.0,56,24,1,0.0,0,Won't Run
4,0,3,2320,0,13.0,16,8,0,0.0,0,Won't Run
4,0,3,2320,0,7.9,10,0,0,0.0,0,Won't Run
4,0,3,2320,0,1.9,4,0,0,0.67,1,Slow
4,0,3,2320,0,4.7,8,0,0,0.0,0,Won't Run
4,0,3,2320,0,38.0,48,24,1,0.0,0,Won't Run
4,0,3,2320,0,9.0,12,6,0,0.0,0,Won't Run
4,0,3,2320,0,4.2,8,0,0,0.0,0,Won't Run
4,0,3,2320,0,3.8,8,0,0,0.0,0,Won't Run
4,0,3,2320,0,9.1,12,8,0,0.0,0,Won't Run
2,0,2,1848,0,26.0,32,16,1,0.0,0,Won't Run
2,0,2,1848,0,1.9,4,0,0,0.0,0,Won't Run
2,0,2,1848,0,24.0,32,16,1,0.0,0,Won't Run
2,0,2,1848,0,4.2,8,0,0,0.0,0,Won't Run
2,0,2,1848,0,1.7,4,0,0,0.0,0,Won't Run
2,0,2,1848,0,1.0,4,0,0,0.0,0,Won't Run
2,0,2,1848,0,6.1,10,0,0,0.0,0,Won't Run
2,0,2,1848,0,59.0,64,32,1,0.0,0,Won't Run
2,0,2,1848,0,5.0,8,0,0,0.0,0,Won't Run
2,0,2,1848,0,2.0,6,0,0,0.0,0,Won't Run
8,0,8,2801,0,1.7,4,0,0,5.23,2,Okay
8,0,8,2801,0,4.0,8,0,0,1.1,1,Slow
8,0,8,2801,0,47.0,56,24,1,0.0,0,Won't Run
8,0,8,2801,0,1.0,4,0,0,6.89,2,Okay
8,0,8,2801,0,4.2,8,0,0,1.76,1,Slow
8,0,8,2801,0,0.7,2,0,0,9.52,3,Good
8,0,8,2801,0,7.4,10,0,0,0.0,0,Won't Run
8,0,8,2801,0,7.1,10,0,0,0.0,0,Won't Run
64,16,16,3752,1,20.0,24,12,0,26.01,4,Great
64,16,16,3752,1,19.0,24,12,0,20.44,4,Great
64,16,16,3752,1,9.0,12,8,0,51.18,4,Great
64,16,16,3752,1,19.0,24,12,0,23.78,4,Great
64,16,16,3752,1,2.5,6,0,0,135.62,4,Great
64,16,16,3752,1,4.7,8,0,0,114.56,4,Great
64,16,16,3752,1,8.2,16,8,0,66.57,4,Great
64,16,16,3752,1,5.0,8,0,0,76.57,4,Great
64,16,16,3752,1,5.5,8,0,0,88.75,4,Great
64,16,16,3752,1,16.0,20,12,0,33.13,4,Great
64,16,16,3752,1,13.0,16,8,0,45.58,4,Great
64,16,16,3752,1,80.0,96,48,1,0.0,0,Won't Run
64,16,16,3752,1,40.0,48,24,1,0.0,0,Won't Run
64,16,16,3752,1,4.1,8,0,0,130.63,4,Great
64,16,16,3752,1,2.0,6,0,0,135.54,4,Great
64,16,16,3752,1,6.1,10,0,0,69.35,4,Great
64,16,16,3752,1,4.7,8,0,0,77.96,4,Great
64,16,16,3752,1,4.7,8,0,0,92.72,4,Great
64,16,16,3752,1,0.6,2,0,0,276.07,4,Great
16,6,11,3709,1,59.0,64,32,1,0.0,0,Won't Run
16,6,11,3709,1,5.0,8,0,0,57.3,4,Great
16,6,11,3709,1,3.8,8,0,0,62.28,4,Great
16,6,11,3709,1,4.7,8,0,0,50.18,4,Great
16,6,11,3709,1,0.3,2,0,0,242.74,4,Great
16,6,11,3709,1,40.0,48,24,1,0.0,0,Won't Run
16,6,11,3709,1,1.3,4,0,0,112.14,4,Great
16,6,11,3709,1,4.1,8,0,0,77.75,4,Great
16,6,11,3709,1,7.4,10,0,0,19.69,3,Good
16,6,11,3709,1,19.0,24,12,0,0.0,0,Won't Run
16,6,11,3709,1,4.7,8,0,0,54.17,4,Great
16,6,11,3709,1,0.8,4,0,0,212.24,4,Great
16,6,11,3709,1,3.8,8,0,0,63.06,4,Great
16,6,11,3709,1,7.9,10,0,0,23.92,4,Great
16,6,11,3709,1,24.0,32,16,1,0.0,0,Won't Run
16,6,11,3709,1,2.5,6,0,0,81.46,4,Great
16,6,11,3709,1,4.7,8,0,0,51.28,4,Great
16,6,11,3709,1,20.0,24,12,0,0.0,0,Won't Run
16,6,11,3709,1,3.8,8,0,0,75.97,4,Great
16,6,11,3709,1,80.0,96,48,1,0.0,0,Won't Run
12,6,8,3062,1,8.9,12,8,0,14.18,3,Good
12,6,8,3062,1,9.1,12,8,0,25.52,4,Great
12,6,8,3062,1,4.7,8,0,0,34.22,4,Great
12,6,8,3062,1,42.0,48,24,1,0.0,0,Won't Run
12,6,8,3062,1,0.8,4,0,0,129.04,4,Great
12,6,8,3062,1,80.0,96,48,1,0.0,0,Won't Run
12,6,8,3062,1,4.7,8,0,0,40.71,4,Great
12,6,8,3062,1,7.4,10,0,0,27.39,4,Great
12,6,8,3062,1,20.0,24,12,0,0.0,0,Won't Run
16,8,9,3350,1,7.4,10,0,0,29.07,4,Great
16,8,9,3350,1,7.4,10,0,0,40.88,4,Great
16,8,9,3350,1,9.0,12,6,0,32.86,4,Great
16,8,9,3350,1,19.0,24,12,0,0.0,0,Won't Run
16,8,9,3350,1,19.0,24,12,0,0.0,0,Won't Run
16,8,9,3350,1,5.5,8,0,0,40.04,4,Great
16,8,9,3350,1,1.7,4,0,0,117.97,4,Great
16,8,9,3350,1,24.0,32,16,1,0.0,0,Won't Run
16,8,9,3350,1,4.7,8,0,0,51.81,4,Great
16,8,9,3350,1,4.0,8,0,0,69.61,4,Great
16,8,9,3350,1,13.0,16,8,0,19.38,3,Good
16,8,9,3350,1,3.8,8,0,0,61.5,4,Great
16,8,9,3350,1,1.9,4,0,0,115.62,4,Great
16,8,9,3350,1,2.5,6,0,0,115.84,4,Great
16,8,9,3350,1,4.2,8,0,0,61.18,4,Great
16,8,9,3350,1,42.0,48,24,1,0.0,0,Won't Run
16,8,9,3350,1,19.0,24,12,0,0.0,0,Won't Run
8,0,8,2428,0,4.7,8,0,0,1.23,1,Slow
8,0,8,2428,0,24.0,32,16,1,0.0,0,Won't Run
8,0,8,2428,0,4.4,8,0,0,0.95,1,Slow
8,0,8,2428,0,42.0,48,24,1,0.0,0,Won't Run
8,0,8,2428,0,3.8,8,0,0,1.13,1,Slow
8,0,8,2428,0,1.7,4,0,0,4.93,2,Okay
8,0,8,2428,0,7.4,10,0,0,0.0,0,Won't Run
8,0,8,2428,0,4.7,8,0,0,1.36,1,Slow
8,0,8,2428,0,1.0,4,0,0,6.46,2,Okay
8,0,8,2428,0,1.3,4,0,0,5.12,2,Okay
2,0,2,1893,0,5.5,8,0,0,0.0,0,Won't Run
2,0,2,1893,0,1.0,4,0,0,0.0,0,Won't Run
2,0,2,1893,0,4.7,8,0,0,0.0,0,Won't Run
2,0,2,1893,0,4.1,8,0,0,0.0,0,Won't Run
2,0,2,1893,0,7.9,10,0,0,0.0,0,Won't Run
2,0,2,1893,0,19.0,24,12,0,0.0,0,Won't Run
2,0,2,1893,0,47.0,56,24,1,0.0,0,Won't Run
2,0,2,1893,0,4.1,8,0,0,0.0,0,Won't Run
2,0,2,1893,0,40.0,48,24,1,0.0,0,Won't Run
2,0,2,1893,0,7.4,10,0,0,0.0,0,Won't Run
8,0,5,2229,0,5.0,8,0,0,0.61,1,Slow
8,0,5,2229,0,38.0,48,24,1,0.0,0,Won't Run
8,0,5,2229,0,19.0,24,12,0,0.0,0,Won't Run
8,0,5,2229,0,2.3,4,0,0,1.77,1,Slow
8,0,5,2229,0,4.7,8,0,0,0.7,1,Slow
8,0,5,2229,0,8.2,16,8,0,0.0,0,Won't Run
8,0,5,2229,0,9.1,12,8,0,0.0,0,Won't Run
8,0,5,2229,0,24.0,32,16,1,0.0,0,Won't Run
8,0,5,2229,0,4.1,8,0,0,0.81,1,Slow
8,0,5,2229,0,19.0,24,12,0,0.0,0,Won't Run
8,0,5,2229,0,6.1,10,0,0,0.0,0,Won't Run
8,0,5,2229,0,4.7,8,0,0,0.6,1,Slow
8,0,5,2229,0,1.7,4,0,0,2.46,1,Slow
8,0,5,2229,0,4.2,8,0,0,0.73,1,Slow
8,0,5,2229,0,7.1,10,0,0,0.0,0,Won't Run
8,0,5,2229,0,0.9,2,0,0,3.97,2,Okay
8,0,5,2229,0,1.0,4,0,0,3.48,2,Okay
8,0,5,2229,0,40.0,48,24,1,0.0,0,Won't Run
2,0,3,2316,0,4.2,8,0,0,0.0,0,Won't Run
2,0,3,2316,0,7.4,10,0,0,0.0,0,Won't Run
2,0,3,2316,0,19.0,24,12,0,0.0,0,Won't Run
2,0,3,2316,0,4.7,8,0,0,0.0,0,Won't Run
2,0,3,2316,0,13.0,16,8,0,0.0,0,Won't Run
2,0,3,2316,0,19.0,24,12,0,0.0,0,Won't Run
2,0,3,2316,0,1.7,4,0,0,0.0,0,Won't Run
2,0,3,2316,0,19.0,24,12,0,0.0,0,Won't Run
2,0,3,2316,0,7.4,10,0,0,0.0,0,Won't Run
2,0,3,2316,0,4.7,8,0,0,0.0,0,Won't Run
2,0,3,2316,0,3.8,8,0,0,0.0,0,Won't Run
2,0,3,2316,0,7.9,10,0,0,0.0,0,Won't Run
2,0,3,2316,0,4.4,8,0,0,0.0,0,Won't Run
2,0,3,2316,0,8.2,16,8,0,0.0,0,Won't Run
2,0,3,2316,0,9.0,12,6,0,0.0,0,Won't Run
2,0,3,2316,0,0.7,2,0,0,1.68,1,Slow
8,0,4,2029,0,7.4,10,0,0,0.0,0,Won't Run
8,0,4,2029,0,2.3,4,0,0,1.53,1,Slow
8,0,4,2029,0,4.7,8,0,0,0.44,0,Won't Run
8,0,4,2029,0,4.7,8,0,0,0.42,0,Won't Run
8,0,4,2029,0,4.7,8,0,0,0.52,1,Slow
8,0,4,2029,0,9.0,12,6,0,0.0,0,Won't Run
8,0,4,2029,0,80.0,96,48,1,0.0,0,Won't Run
8,0,4,2029,0,8.0,12,6,0,0.0,0,Won't Run
8,0,4,2029,0,5.5,8,0,0,0.4,0,Won't Run
8,0,4,2029,0,19.0,24,12,0,0.0,0,Won't Run
8,0,4,2029,0,8.2,16,8,0,0.0,0,Won't Run
8,0,4,2029,0,7.9,10,0,0,0.0,0,Won't Run
8,0,4,2029,0,42.0,48,24,1,0.0,0,Won't Run
8,0,4,2029,0,3.5,8,0,0,0.53,1,Slow
6,0,5,2242,0,3.8,8,0,0,0.0,0,Won't Run
6,0,5,2242,0,24.0,32,16,1,0.0,0,Won't Run
6,0,5,2242,0,4.2,8,0,0,0.0,0,Won't Run
6,0,5,2242,0,3.8,8,0,0,0.0,0,Won't Run
6,0,5,2242,0,0.9,2,0,0,5.12,2,Okay
6,0,5,2242,0,13.0,16,8,0,0.0,0,Won't Run
6,0,5,2242,0,19.0,24,12,0,0.0,0,Won't Run
6,0,5,2242,0,4.7,8,0,0,0.0,0,Won't Run
6,0,5,2242,0,59.0,64,32,1,0.0,0,Won't Run
6,0,5,2242,0,0.3,2,0,0,7.39,2,Okay
6,0,6,2101,0,1.9,4,0,0,2.54,1,Slow
6,0,6,2101,0,4.4,8,0,0,0.0,0,Won't Run
6,0,6,2101,0,0.9,2,0,0,3.46,2,Okay
6,0,6,2101,0,4.7,8,0,0,0.0,0,Won't Run
6,0,6,2101,0,7.1,10,0,0,0.0,0,Won't Run
6,0,6,2101,0,19.0,24,12,0,0.0,0,Won't Run
6,0,6,2101,0,20.0,24,12,0,0.0,0,Won't Run
6,0,6,2101,0,4.0,8,0,0,0.0,0,Won't Run
6,0,6,2101,0,19.0,24,12,0,0.0,0,Won't Run
6,0,6,2101,0,8.9,12,8,0,0.0,0,Won't Run
6,0,6,2101,0,2.0,6,0,0,1.55,1,Slow
6,0,6,2101,0,7.4,10,0,0,0.0,0,Won't Run
4,0,2,2296,0,0.7,2,0,0,1.52,1,Slow
4,0,2,2296,0,2.5,6,0,0,0.0,0,Won't Run
4,0,2,2296,0,1.3,4,0,0,0.71,1,Slow
4,0,2,2296,0,3.8,8,0,0,0.0,0,Won't Run
4,0,2,2296,0,19.0,24,12,0,0.0,0,Won't Run
4,0,2,2296,0,9.1,12,8,0,0.0,0,Won't Run
4,0,2,2296,0,4.1,8,0,0,0.0,0,Won't Run
4,0,2,2296,0,42.0,48,24,1,0.0,0,Won't Run
32,8,12,3657,1,19.0,24,12,0,9.52,3,Good
32,8,12,3657,1,3.8,8,0,0,84.23,4,Great
32,8,12,3657,1,8.9,12,8,0,21.09,4,Great
32,8,12,3657,1,2.5,6,0,0,110.43,4,Great
32,8,12,3657,1,3.8,8,0,0,74.44,4,Great
32,8,12,3657,1,19.0,24,12,0,11.58,3,Good
32,8,12,3657,1,19.0,24,12,0,12.68,3,Good
32,8,12,3657,1,24.0,32,16,1,0.0,0,Won't Run
32,8,12,3657,1,4.1,8,0,0,77.28,4,Great
32,8,12,3657,1,0.3,2,0,0,259.26,4,Great
32,8,12,3657,1,38.0,48,24,1,0.0,0,Won't Run
32,8,12,3657,1,40.0,48,24,1,0.0,0,Won't Run
32,8,12,3657,1,4.2,8,0,0,74.78,4,Great
32,8,12,3657,1,13.0,16,8,0,25.56,4,Great
32,8,12,3657,1,4.7,8,0,0,48.06,4,Great
32,8,12,3657,1,4.7,8,0,0,78.03,4,Great
32,8,12,3657,1,7.4,10,0,0,42.39,4,Great
32,8,12,3657,1,19.0,24,12,0,11.69,3,Good
32,8,12,3657,1,4.7,8,0,0,50.26,4,Great
24,10,13,3251,1,24.0,32,16,1,0.0,0,Won't Run
24,10,13,3251,1,1.7,4,0,0,119.8,4,Great
24,10,13,3251,1,8.2,16,8,0,44.64,4,Great
24,10,13,3251,1,3.5,8,0,0,78.16,4,Great
24,10,13,3251,1,7.9,10,0,0,49.88,4,Great
24,10,13,3251,1,42.0,48,24,1,0.0,0,Won't Run
24,10,13,3251,1,5.5,8,0,0,44.09,4,Great
24,10,13,3251,1,13.0,16,8,0,24.24,4,Great
24,10,13,3251,1,0.3,2,0,0,196.23,4,Great
24,10,13,3251,1,3.8,8,0,0,79.26,4,Great
24,10,13,3251,1,2.5,6,0,0,112.42,4,Great
24,10,13,3251,1,42.0,48,24,1,0.0,0,Won't Run
24,10,13,3251,1,7.1,10,0,0,42.15,4,Great
24,10,13,3251,1,5.0,8,0,0,37.14,4,Great
24,10,13,3251,1,16.0,20,12,0,20.33,4,Great
24,10,13,3251,1,20.0,24,12,0,16.84,3,Good
24,10,13,3251,1,19.0,24,12,0,17.64,3,Good
24,10,13,3251,1,26.0,32,16,1,0.0,0,Won't Run
24,10,13,3251,1,3.8,8,0,0,89.1,4,Great
24,10,13,3251,1,2.0,6,0,0,94.82,4,Great
4,0,3,2124,0,4.4,8,0,0,0.0,0,Won't Run
4,0,3,2124,0,4.1,8,0,0,0.0,0,Won't Run
4,0,3,2124,0,9.0,12,6,0,0.0,0,Won't Run
4,0,3,2124,0,0.8,4,0,0,1.22,1,Slow
4,0,3,2124,0,7.4,10,0,0,0.0,0,Won't Run
4,0,3,2124,0,2.0,6,0,0,0.0,0,Won't Run
4,0,3,2124,0,2.0,6,0,0,0.0,0,Won't Run
4,0,3,2124,0,8.0,12,6,0,0.0,0,Won't Run
4,0,3,2124,0,20.0,24,12,0,0.0,0,Won't Run
4,0,3,2124,0,3.5,8,0,0,0.0,0,Won't Run
4,0,3,2124,0,7.1,10,0,0,0.0,0,Won't Run
4,0,3,2124,0,19.0,24,12,0,0.0,0,Won't Run
4,0,3,2124,0,5.5,8,0,0,0.0,0,Won't Run
4,0,3,2124,0,2.5,6,0,0,0.0,0,Won't Run
4,0,3,2124,0,9.0,12,8,0,0.0,0,Won't Run
4,0,3,2124,0,2.3,4,0,0,0.73,1,Slow
4,0,3,2124,0,4.7,8,0,0,0.0,0,Won't Run
4,0,3,2124,0,0.9,2,0,0,1.55,1,Slow
16,8,11,3106,1,19.0,24,12,0,0.0,0,Won't Run
16,8,11,3106,1,42.0,48,24,1,0.0,0,Won't Run
16,8,11,3106,1,9.1,12,8,0,26.57,4,Great
16,8,11,3106,1,8.2,16,8,0,29.58,4,Great
16,8,11,3106,1,0.9,2,0,0,143.52,4,Great
16,8,11,3106,1,19.0,24,12,0,0.0,0,Won't Run
16,8,11,3106,1,4.7,8,0,0,56.11,4,Great
16,8,11,3106,1,5.0,8,0,0,46.95,4,Great
16,8,11,3106,1,0.6,2,0,0,153.93,4,Great
16,8,11,3106,1,5.5,8,0,0,46.9,4,Great
